
## a1 Market Analysis & Fundamentals pool=31
15	choice	Why does metal form matter commercially?	WHY: A cargo that does not fit the buyer’s process is worth less to them regardless of purity.
16	choice	You hedge a copper cargo on the exchange and still lose money. What is the likely cause?	WHY: The hedge removes the flat price. Premium and QP mismatch are exactly what it leaves you holding.
17	choice	What risk does financing metal in a warehouse carry beyond price?	WHY: Metal financing scandals have generally been title and documentation failures, not price failures.
18	choice	Why do consumers sign annual premium contracts rather than buying spot?	WHY: Selling that certainty is a legitimate product, and pricing it wrongly is how a desk gets hurt for a whole year.
19	numeric	LME is $8,200/t and the premium is $150/t on 2,900 t. Total cargo value?	WHY: (8200 + 150) × 2,900 = $24,215,000. The base-metal benchmark and the physical premium are separate exposures; premium hedgeability depends on the metal, region and available exchange or OTC instruments.
20	numeric	You store 700 t at $0.45/t/day for 180 days. Total warehouse rent?	WHY: 700 × 0.45 × 180 = $56,700. Rent and load-out delays are what physical premiums are really pricing.
21	choice	The all-in price of exchange-priced metal is best viewed as…	WHY: Separating benchmark and physical differential is essential for pricing and hedging the two risks correctly.
22	numeric	Regional premium strengthens $40/t on 1,000 t you are short to a customer. Premium P&L?	WHY: 1,000 × $40 = $40,000 loss.
23	choice	Can physical premium exposure always be assumed unhedgeable on exchange?	WHY: Base-metal futures do not hedge a premium automatically, but dedicated premium products exist for some markets, so the exposure must be checked rather than assumed.
24	numeric	Store 1,000 t for 150 days at $0.45/t/day plus $25/t financing/carry. Total carry cost?	WHY: 1,000 × $0.45 × 150 + 1,000 × $25 = $92,500.
25	numeric	Concentrate is 7,000 dmt at 22% copper with 97% payable metal. Approximate payable copper tonnes?	WHY: 7,000 × 22% × 97% = 1,493.8 t.
26	numeric	Copper exposure is 1,000 t. Standard LME Copper lot size is 25 t. Approximate whole lots?	WHY: 1,000 ÷ 25 ≈ 40 lots.
27	numeric	Purchase and sale quotation periods leave 1,000 t exposed. The relevant LME calendar spread moves $40/t against you. P&L?	WHY: 1,000 × $40 = $40,000 loss.
28	numeric	Buy premium $110/t, sell premium $180/t, freight $45/t, finance $15/t. Net physical premium margin?	WHY: 180 − 110 − 45 − 15 = $10/t.
29	numeric	A 1,000 t metal cargo is fully flat-price hedged against a $200/t LME move, but the regional premium weakens $80/t. Residual P&L?	WHY: The LME move is hedged; 1,000 × $80 = $80,000 premium loss.
30	choice	Why should a metals trader distinguish on-warrant from off-warrant inventory?	WHY: Warehouse status affects how quickly metal can satisfy exchange or physical demand and therefore affects local tightness.

## a8 Oil & Products Desk pool=31
0	numeric	Brent is $72/bbl and a crude trades Brent $-4/bbl. Crude price?	WHY: 72 − 4 = $68/bbl.
1	numeric	Product value $95/bbl, crude $72/bbl, variable refining cost $6/bbl. Simple gross product-minus-feed margin?	WHY: 95 − 72 − 6 = $17/bbl.
2	choice	Strong backwardation in crude often signals…	WHY: Backwardation reflects a premium on prompt availability relative to later delivery.
3	choice	A physical crude differential can move even if Brent is unchanged because…	WHY: Physical grades trade at changing differentials to benchmarks.
4	numeric	You own 400,000 bbl of a grade whose differential weakens by $2/bbl versus the benchmark. Approximate basis P&L?	WHY: 400,000 × $2 = $800,000 loss.
5	choice	Why does a pricing-window mismatch matter in oil cargoes?	WHY: Different pricing windows create temporal basis risk.
6	choice	Blending is economically attractive when…	WHY: Blending monetises quality differences only if the finished product’s value covers all inputs and constraints.
7	numeric	Ocean freight changes by $2/bbl on a 500,000 bbl cargo. P&L impact?	WHY: Higher freight costs 500,000 × $2 = $1,000,000.
8	choice	A refinery outage near your destination can affect…	WHY: Operational outages change regional supply-demand quickly.
9	choice	Oil desk profitability should be decomposed into…	WHY: Physical P&L is multi-factor; decomposition reveals where value was made or lost.
10	choice	Why are crude grades quoted as a differential to a benchmark?	WHY: The benchmark carries the flat price; the differential carries everything specific about the barrel.
11	choice	A refinery’s crack spread widens sharply. What is the likely commercial response?	WHY: Refining margins are the signal that moves crude demand and product supply at the same time.
12	choice	Why does a heavy sour crude usually trade below a light sweet one?	WHY: Crude is priced on what it can be turned into, not on the barrel itself.
13	choice	You buy a cargo pricing on the month of loading and sell pricing on the month of arrival. What is the exposure?	WHY: This is the classic QP mismatch, and it is why the calendar spread is a position you did not intend to take.
14	choice	What does contango do to a floating-storage trade in products?	WHY: Storage economics are a comparison of the forward spread with the full cost of carry, freight included.
15	choice	A products cargo fails the flash point specification on arrival. What is the commercial reality?	WHY: Off-spec product usually finds a home at a price. The argument is about the contract, not the chemistry.
16	choice	Why do desks watch refinery maintenance schedules?	WHY: Maintenance is one of the few genuinely forecastable shifts in a balance.
17	choice	Blending two components to meet a specification is attractive when…	WHY: Blending is a margin business with a hard constraint: the result has to actually meet every spec, not just the one you optimised.
18	choice	What does a "prompt" cargo premium usually indicate?	WHY: Prompt premiums are the clearest physical signal a desk gets, and they are local.
19	numeric	A differential strengthens by $3/bbl on 400,000 bbl you own. P&L impact?	WHY: 400,000 × 3 = $1,200,000. A futures hedge on the benchmark would not have captured this.
20	numeric	Crude $70/bbl, gasoline $95/bbl, distillate $118/bbl. Simple 3-2-1 crack per barrel of crude?	WHY: (2 × 95 + 118 − 3 × 70) ÷ 3 = $32.7/bbl.
21	numeric	Prompt crude is $77/bbl and deferred crude $74/bbl. Prompt minus deferred?	WHY: 77 − 74 = $3/bbl.
22	numeric	Forward premium $3/bbl; storage $0.8, finance $1, losses $0.2/bbl. Net carry?	WHY: 3 − 0.8 − 1 − 0.2 = $1/bbl.
23	choice	A cargo priced on one month and sold on another is economically a position in…	WHY: Pricing-window mismatch is a calendar-spread exposure even if the physical volume is matched.
24	numeric	A 400,000 bbl cargo has purchase and sale pricing windows one month apart. The calendar spread moves $2/bbl against you. P&L?	WHY: 400,000 × $2 = $800,000 loss.
25	numeric	Purchase QP averages $77/bbl and sale QP averages $76/bbl on 900,000 bbl. Pricing-window contribution?	WHY: (76 − 77) × 900,000 = $-900,000.
26	numeric	Blend 30 kbbl at 0.2% sulfur with 60 kbbl at 1% sulfur. Approximate blended sulfur?	WHY: (30 × 0.2 + 60 × 1) ÷ (30 + 60) = 0.73%.
27	numeric	Blend 50 kbbl costing $97/bbl and 40 kbbl costing $79/bbl, then sell blend at $106/bbl. Gross blend contribution before other costs, in $000?	WHY: 106 × 90 − (97 × 50 + 79 × 40) = 1530 thousand dollars.
28	choice	A useful oil P&L attribution separates…	WHY: Breaking the result into drivers shows whether the desk earned merchant margin or accidentally took market risk.
29	choice	For a delivered oil arbitrage, the destination benchmark is not enough because…	WHY: The arbitrage survives only if the full delivered economics work.
30	numeric	Destination value $98/bbl, freight $4, losses $0.6, terminal costs $0.5/bbl. Origin netback?	WHY: 98 − 4 − 0.6 − 0.5 = $92.9/bbl.

## a9 Gas & LNG Desk pool=30
0	numeric	TTF is €32/MWh and a contract is TTF €-1/MWh. Contract price?	WHY: 32 − 1 = €31/MWh.
1	numeric	Destination LNG value $14/MMBtu, shipping $2/MMBtu, regas $1.5/MMBtu. Netback before source cost?	WHY: 14 − 2 − 1.5 = $10.5/MMBtu.
2	choice	Destination optionality in LNG is valuable because…	WHY: The right to redirect lets the trader respond to regional price spreads.
3	choice	An LNG arbitrage can close even if destination gas price is unchanged when…	WHY: Delivered arbitrage depends on the full logistics chain, not destination price alone.
4	numeric	A 2,000,000 MMBtu cargo has a destination spread of $2/MMBtu before incremental logistics. Gross spread value?	WHY: 2,000,000 × $2 = $4,000,000.
5	choice	Gas seasonality makes storage valuable when…	WHY: Storage monetises time spreads only after carry costs.
6	choice	Boil-off is economically relevant because…	WHY: Voyage losses affect delivered quantity and economics.
7	choice	Pipeline capacity constraints primarily create…	WHY: When transport is constrained, regional prices can separate sharply.
8	choice	A hub hedge may not fully hedge an LNG cargo because…	WHY: The hub benchmark is only one component of delivered LNG value.
9	choice	Before diverting an LNG cargo, the desk should compare…	WHY: Diversion decisions are marginal netback calculations under operational constraints.
10	choice	Why is LNG shipping capacity a commercial constraint and not just a cost?	WHY: In LNG the ship is often the binding constraint on whether a trade exists.
11	choice	What is boil-off on an LNG voyage?	WHY: It is a predictable loss of volume that has to be in the contract and in the economics.
12	choice	Why do destination clauses matter so much in LNG?	WHY: Free destination is one of the most valuable features an LNG contract can have.
13	choice	A cargo can go to Asia or Europe. What decides it?	WHY: Two indices are not comparable until the whole route is paid for.
14	choice	Why is gas demand more weather-sensitive than most commodities?	WHY: Weather is a fundamental, not a nuisance, and it is why gas curves move on forecasts.
15	choice	What does a regasification terminal slot give a trader?	WHY: Infrastructure access is a tradable right and a real barrier to entry.
16	choice	Gas storage is full in early autumn. What does that usually imply for the winter spread?	WHY: Storage is the physical link between summer and winter prices.
17	choice	Why can a hub price disconnect from an oil-indexed contract price?	WHY: Contract renegotiations in gas have historically come from exactly this gap.
18	choice	What is the risk of selling a cargo before securing the ship?	WHY: In LNG the freight leg is not a detail you can assume you will fill later.
19	numeric	A cargo of 145,000 m³ boils off 0.1% a day for 29 days. How many m³ are lost?	WHY: 145,000 × 0.1% × 29 = 4,205 m³. Boil-off is a predictable loss that belongs in the economics, not a surprise.
20	numeric	Regasification costs $0.45/MMBtu on a cargo of 3,000,000 MMBtu. Total regas cost?	WHY: 3,000,000 × 0.45 = $1,350,000. Terminal access is a cost and a constraint at the same time.
21	numeric	Oil-indexed LNG formula is 0.12 × Brent + $0.8/MMBtu. Brent is $69/bbl. Contract price?	WHY: 0.12 × 69 + 0.8 = $9.08/MMBtu.
22	choice	A regasification slot has option value because…	WHY: Infrastructure access is both a cost and a right to monetise a destination market.
23	numeric	LNG vessel hire is $100,000/day for 25 days. Cargo energy is 4,000,000 MMBtu. Hire cost per MMBtu before fuel?	WHY: $100,000 × 25 ÷ 4,000,000 = $0.63/MMBtu.
24	numeric	Asia value $17/MMBtu with $3 logistics. Europe value $21/MMBtu with $3 logistics. Asia netback minus Europe netback?	WHY: (17 − 3) − (21 − 3) = $-4/MMBtu.
25	choice	Gas storage is not only seasonal inventory; commercially it is also…	WHY: Injection and withdrawal rights create flexibility whose value changes with volatility and the forward curve.
26	numeric	Winter gas $14/MMBtu, summer $10. Injection $0.7, withdrawal $0.4, finance $0.6/MMBtu. Net seasonal carry?	WHY: 14 − 10 − 0.7 − 0.4 − 0.6 = $2.3/MMBtu.
27	numeric	Storage working capacity 3,000,000 MMBtu, expected usable cycle 80% and seasonal spread $2/MMBtu before costs. Gross spread value?	WHY: 3,000,000 × 80% × $2 = $4,800,000.
28	numeric	Destination $17/MMBtu, source $9, shipping $5, regas $0.7, boil-off allowance $0.6/MMBtu. Simplified LNG arbitrage margin?	WHY: 17 − 9 − 5 − 0.7 − 0.6 = $1.7/MMBtu.
29	numeric	Cargo energy 3,000,000 MMBtu. Total voyage/handling loss is 0.8% and replacement value is $22/MMBtu. Value of lost energy?	WHY: 3,000,000 × 0.8% × $22 = $528,000.

## a10 Power Desk pool=31
0	numeric	30 MW delivered flat for 24 hours equals how many MWh?	WHY: 30 × 24 = 720 MWh.
1	choice	A monthly baseload hedge can leave risk for an hourly-shaped retail load because…	WHY: Shape mismatch creates residual exposure even if monthly average volume matches.
2	numeric	Power €90/MWh, gas €35/MWh(th), heat rate 2 MWh(th)/MWh(e), carbon/other €20/MWh. Simple spark margin?	WHY: 90 − 35×2 − 20 = €0/MWh.
3	choice	Congestion between two power zones can create…	WHY: Transmission constraints can separate zonal prices.
4	choice	Balancing risk arises when…	WHY: Power systems must balance in real time; deviations are settled at imbalance prices.
5	numeric	You are short 9 MW for 4 hours and imbalance power costs €250/MWh. Gross imbalance cost?	WHY: 9 × 4 × €250 = €9,000 cost.
6	choice	Why is optional generation capacity valuable in power?	WHY: Dispatch optionality monetises volatile hourly spreads.
7	choice	A renewable portfolio has volume risk because…	WHY: Forecast error creates imbalance and replacement exposure.
8	choice	A negative power price can occur when…	WHY: Non-storability, constraints and inflexibility can force prices below zero.
9	choice	For power, “same monthly MWh” does not guarantee an economic hedge because…	WHY: Shape and timing are central to power value.
10	choice	Why is electricity commercially different from every other commodity here?	WHY: Non-storability is the source of everything unusual in power: extreme spikes, negative prices and the value of flexibility.
11	choice	Power prices go negative for several hours. What does that mean?	WHY: Start-up costs and subsidy structures can make paying to generate cheaper than stopping.
12	choice	What is the spark spread?	WHY: It is the generation margin, and like a refining crack it is a spread you can hedge directly.
13	choice	Why does a peak/off-peak split exist in power contracts?	WHY: Averaging peak and off-peak hides the hours where the money is made and lost.
14	choice	Transmission between two zones is constrained. What appears?	WHY: Congestion creates locational prices, and trading them requires transmission rights, not just a view.
15	choice	Why is a renewables forecast a price input rather than a background detail?	WHY: In many markets the residual load after renewables is the single best short-term price predictor.
16	choice	What does a capacity payment compensate?	WHY: Availability and energy are two products, and confusing them misprices a generation asset.
17	choice	Why do desks value optionality in a flexible power plant?	WHY: The right to run when it pays and stop when it does not is an option, and it is valued as one.
18	choice	A carbon price is introduced. What changes commercially?	WHY: Carbon changes the merit order, which is how it changes the price rather than just the cost.
19	numeric	You hold 40,000 MWh and the spread moves $10/MWh in your favour. P&L impact?	WHY: 40,000 × 10 = $400,000. Power volumes are large and the spread is where the generation margin lives.
20	numeric	You must deliver 200 MWh of power from a plant with a heat rate of 2 MWh(th) per MWh(e). How much gas, in MWh(th)?	WHY: 200 × 2 = 400 MWh(th). The heat rate is what converts a power sale into a gas purchase.
21	numeric	A shaped contract delivers 30 MW for 8 peak hours and 40 MW for 12 off-peak hours. Total MWh?	WHY: 30 × 8 + 40 × 12 = 720 MWh.
22	numeric	Actual load averages 90 MW for 10 hours while your baseload hedge is 90 MW. Residual energy position?	WHY: (90 − 90) × 10 = 0 MWh.
23	numeric	Peak price €110/MWh on 60 MWh; off-peak €50/MWh on 80 MWh. Load-weighted average price?	WHY: (110 × 60 + 50 × 80) ÷ (140) = €75.7/MWh.
24	choice	A clean spark spread differs from a simple spark spread because it…	WHY: For thermal generation, carbon can materially change dispatch economics and the merit order.
25	choice	What can hedge locational power basis more directly than a system-wide futures position?	WHY: System futures hedge flat price; congestion instruments target the price difference between locations.
26	numeric	You are long Zone A and short Zone B on 40,000 MWh. A-minus-B spread widens €15/MWh in your favour. P&L?	WHY: 40,000 × €15 = €600,000.
27	numeric	A constrained interconnector carries 75 MW for 12 hours while the zonal price spread is €15/MWh. Gross congestion value?	WHY: 75 × 12 × €15 = €13,500.
28	numeric	Renewable output is 9 MW below forecast for 4 hours and replacement/imbalance energy costs €350/MWh. Gross shortfall cost?	WHY: 9 × 4 × €350 = €12,600.
29	numeric	Power €100/MWh, gas €30/MWh(th), heat rate 2.2, emissions 0.36 tCO₂/MWh(e), EUA €100/t and other variable cost €12/MWh. Clean spark margin?	WHY: 100 − 30 × 2.2 − 0.36 × 100 − 12 = €-14/MWh.
30	numeric	A flexible plant has positive dispatch margin €15/MWh for 100 MW across 12 hours. Gross dispatch contribution?	WHY: 15 × 100 × 12 = €18,000.

## a11 Agriculture Desk pool=30
0	choice	A bumper crop, all else equal, tends to…	WHY: More supply relative to demand usually loosens the market, though logistics can modify local effects.
1	numeric	Futures are $240/t and local basis is $-10/t. Physical cash price?	WHY: 240 − 10 = $230/t.
2	numeric	Deferred premium $12/t, storage $5/t, finance $8/t. Net carry before losses?	WHY: 12 − 5 − 8 = $-1/t.
3	choice	Why is pre-shipment quality inspection valuable in grains?	WHY: Physical specifications directly affect acceptance and value.
4	choice	Harvest season can create simultaneous pressure on…	WHY: Large seasonal flows stress the physical chain and can move local basis.
5	numeric	30,000 t is accepted with a $10/t quality discount. P&L impact?	WHY: 30,000 × $10 = $300,000 loss.
6	choice	A futures hedge on wheat can leave local elevator basis risk because…	WHY: Local supply, transport and quality can move basis independently.
7	choice	If a vessel misses a seasonal export window, the desk may face…	WHY: Timing disruptions can hit several parts of the physical P&L at once.
8	choice	A crop forecast is most useful when paired with…	WHY: Production alone does not determine balance or price.
9	choice	The best origin for a grain sale is the one with…	WHY: Delivered economics and execution reliability determine the trade.
10	choice	Why is basis so central on an agricultural desk?	WHY: On grains the basis is often where the trading result actually comes from.
11	choice	A harvest is larger than expected but the basis strengthens. What could explain it?	WHY: Big crops can still be locally tight if the transport and elevation capacity cannot move them.
12	choice	Why do quality parameters matter so much in grain contracts?	WHY: Grain is a specification product, and the discount schedule is part of the price.
13	choice	What is the commercial purpose of a hedge for a grain elevator?	WHY: Elevators are basis traders: they hedge the flat price so they can trade the basis they understand.
14	choice	Why does weather in one hemisphere move prices in the other?	WHY: Agricultural balances are annual and global, which is why the market trades weather continuously.
15	choice	An export ban is announced in a major origin. What is the first effect?	WHY: Removing an origin does not remove demand, it redirects it, usually violently.
16	choice	Why is storage capacity at origin a commercial factor at harvest?	WHY: Harvest pressure is a logistics phenomenon expressed as a price.
17	choice	What does a "delivered" contract shift compared with a farm-gate purchase?	WHY: Each step you take on brings a cost and a risk you now own.
18	choice	Why can a perfectly hedged elevator still lose money?	WHY: Hedging the futures leaves the basis, and the basis is the whole business.
19	numeric	Futures are $255/t, basis is $-10/t, on 40,000 t. Total cash value?	WHY: (255 − 10) × 40,000 = $9,800,000. Hedging the futures leaves exactly the basis part unhedged.
20	numeric	A 10,000 t grain cargo is 1.5 percentage points above the contractual moisture limit. The agreed discount is $1.2/t for each 0.5 percentage-point excess. Total quality discount?	WHY: 1.5 ÷ 0.5 × $1.2/t × 10,000 t = $36,000. The contract discount schedule, not a crude water-weight shortcut, determines the commercial claim.
21	numeric	Beginning stocks 25 Mt, production 100, imports 20, domestic use 100, exports 30 Mt. Ending stocks?	WHY: 25 + 100 + 20 − 100 − 30 = 15 Mt.
22	numeric	Ending stocks are 24 Mt and annual use is 120 Mt. Stocks-to-use ratio?	WHY: 24 ÷ 120 × 100 = 20%.
23	choice	Why must storage economics include shrink and quality deterioration, not only rent?	WHY: Carry is profitable only after every cost of keeping the physical commodity saleable.
24	numeric	Storage $4/t, finance $4/t and expected shrink/quality cost $2/t. Minimum deferred premium needed to break even?	WHY: 4 + 4 + 2 = $10/t.
25	choice	Why are independent certificates of quality/weight important in agricultural trade?	WHY: The contract needs an agreed measurement process because quality and weight directly determine invoice value.
26	numeric	Ocean freight is $30/t on 30,000 t of grain. Total freight?	WHY: 30,000 × $30 = $900,000.
27	numeric	A grain vessel incurs 2 days of demurrage at $21,000/day. Cost?	WHY: 2 × $21,000 = $42,000.
28	numeric	Destination value $270/t; ocean freight $35, inland logistics $22, expected quality discount $8/t. Origin netback?	WHY: 270 − 35 − 22 − 8 = $205/t.
29	numeric	Sell $300/t, buy $265/t, freight $45, quality allowance $6, finance $8/t. Net agri margin?	WHY: 300 − 265 − 45 − 6 − 8 = $-24/t.

## a12 Origination & Contracts pool=32
0	choice	Good origination starts by understanding…	WHY: Repeatable supply comes from solving a real supplier problem while protecting your economics.
1	choice	A long-term offtake can be valuable because it…	WHY: Offtakes exchange commitment for supply access and optionality; both sides create risk.
2	choice	Changing FOB to CIF in a negotiation primarily changes…	WHY: Incoterms materially alter logistics responsibility and cost allocation.
3	choice	A buyer-controlled quotation period should be treated as…	WHY: Control over pricing timing has economic value.
4	choice	Force majeure generally aims to address…	WHY: Force majeure is clause-specific and does not simply excuse an uneconomic trade.
5	numeric	An offtake supplies 75,000 t/year and expected contribution is $10/t. Annual gross contribution?	WHY: 75,000 × $10 = $750,000.
6	choice	Why can a “take-or-pay” commitment be risky for the buyer?	WHY: Volume commitments create downside if resale demand or capacity changes.
7	choice	A commercially strong contract is one that…	WHY: Clarity reduces disputes and makes the intended economics executable.
8	choice	When a counterparty asks for a clause change, the trader should ask first…	WHY: Contract wording often embeds optionality, timing rights or liability shifts that change value.
9	choice	The strongest origination relationships are usually built on…	WHY: Physical trading relationships compound when both execution and economics are credible.
10	choice	What does origination actually add to a trading business?	WHY: Anyone can trade the visible market. Origination creates the flow that others cannot reach.
11	choice	Why is a long-term offtake contract valuable beyond its margin?	WHY: Structural flow is what turns a trading desk into a business rather than a series of bets.
12	choice	A prepayment finances a producer against future deliveries. What is the core risk?	WHY: Structured prepayments are credit deals dressed as trades, and they should be underwritten as credit.
13	choice	Why does a force majeure clause deserve careful reading?	WHY: The events listed, the notice requirements and the consequences vary enormously between contracts.
14	choice	What does a change-of-law clause protect against?	WHY: In commodities, regulatory change is a routine commercial risk, not an exotic one.
15	choice	Why does governing law and arbitration seat matter commercially?	WHY: A right you cannot enforce against assets you can reach is not worth what it appears to be.
16	choice	A counterparty in a sanctioned jurisdiction offers an attractive deal. What is the correct first step?	WHY: Sanctions exposure can end a company, not just a trade, and it cannot be priced away.
17	choice	What is the practical value of a parent company guarantee?	WHY: Many trading counterparties are small entities. Who stands behind them is the real credit question.
18	choice	Why do desks avoid conflicting standard terms in a contract chain?	WHY: Back-to-back means the terms match, not just the volumes and dates.
19	numeric	You prepaid $7,000,000 against 7 equal monthly deliveries. 3 have been delivered. How much is still at risk?	WHY: $7,000,000 × (1 − 3/7) = $4,000,000 still unsecured. A prepayment is credit exposure that unwinds only as cargo arrives.
20	numeric	A take-or-pay contract sets a minimum of 80,000 t. You lift 65,000 t. At $16/t, what do you owe on the shortfall?	WHY: (80,000 − 65,000) × 16 = $240,000. Take-or-pay turns an optimistic forecast into a real bill.
21	numeric	An offtake runs 7 years for 30,000 t a year at $9/t. Total contribution over the life of the contract?	WHY: 30,000 × 9 × 7 = $1,890,000. This is why origination is valued differently from a spot trade.
22	numeric	A supplier offers a 3% discount on $4,000,000 of material if you prepay 9 months early. Ignoring default risk, approximate annualised discount yield?	WHY: 3% × 12/9 ≈ 4% annualised before credit risk.
23	choice	When moving from FOB to CIF in a negotiation, the commercial question is not only freight cost but also…	WHY: Changing delivery terms reallocates tasks and risks as well as invoice components.
24	numeric	FOB value $660/t, main freight $35/t and insurance allowance $4/t. Simplified CIF equivalent?	WHY: 660 + 35 + 4 = $699/t.
25	numeric	A contract change makes you responsible for $30/t main carriage and $10/t extra handling on 30,000 t. Added cost?	WHY: 30,000 × (30 + 10) = $1,200,000.
26	choice	A buyer-controlled quantity or pricing clause should be treated as…	WHY: Control over future price, timing or quantity has value and should be identified before the commercial price is fixed.
27	numeric	Buyer may choose the lower of Month 1 at $740/t or Month 2 at $700/t on 30,000 t. In this realised scenario, value transferred to the buyer versus being forced to Month 1?	WHY: 30,000 × ($740 − $700) = $1,200,000.
28	numeric	Offtake volume is 50,000 t with +10% buyer option. Extra tonnes cost $10/t above contract economics when exercised. Realised option cost?	WHY: 50,000 × 10% × $10 = $50,000.
29	numeric	Contract provides liquidated damages of $0.3/t/day on 30,000 t. Delivery is 3 days late. Damages?	WHY: 30,000 × 3 × $0.3 = $27,000.
30	numeric	Verified contractual claim is $2,000,000 but the applicable liability cap is $2,000,000. Amount within the cap?	WHY: min($2,000,000, $2,000,000) = $2,000,000.
31	numeric	Offtake 80,000 t/year for 7 years at $10/t gross contribution, with $4/t risk reserve. Undiscounted risk-adjusted life contribution?	WHY: 80,000 × (10 − 4) × 7 = $3,360,000.
